	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	487	288	483	300	288
CR2	487	0	475	88	456	475
MA1	288	475	0	473	274	0
MA2	483	88	473	0	453	473
MM1	300	456	274	453	0	274
MM2	288	475	0	473	274	0
