	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	64	30	64	30	25
CR2	64	0	58	16	56	57
MA1	30	58	0	60	24	23
MA2	64	16	60	0	60	59
MM1	30	56	24	60	0	23
MM2	25	57	23	59	23	0
