	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	264	137	255	132	137
CR2	264	0	287	41	257	287
MA1	137	287	0	280	130	0
MA2	255	41	280	0	246	280
MM1	132	257	130	246	0	130
MM2	137	287	0	280	130	0
