	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	288	141	280	163	139
CR2	288	0	272	111	290	264
MA1	141	272	0	266	156	113
MA2	280	111	266	0	279	262
MM1	163	290	156	279	0	148
MM2	139	264	113	262	148	0
