	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	258	159	227	163	109
CR2	258	0	257	151	248	257
MA1	159	257	0	184	163	152
MA2	227	151	184	0	211	231
MM1	163	248	163	211	0	157
MM2	109	257	152	231	157	0
