	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	305	207	307	189	228
CR2	305	0	294	99	296	319
MA1	207	294	0	297	207	203
MA2	307	99	297	0	300	317
MM1	189	296	207	300	0	230
MM2	228	319	203	317	230	0
