	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	388	227	364	183	183
CR2	388	0	288	144	397	397
MA1	227	288	0	218	165	165
MA2	364	144	218	0	383	383
MM1	183	397	165	383	0	0
MM2	183	397	165	383	0	0
