	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	370	203	370	191	243
CR2	370	0	369	0	383	378
MA1	203	369	0	369	197	233
MA2	370	0	369	0	383	378
MM1	191	383	197	383	0	245
MM2	243	378	233	378	245	0
