	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	250	85	261	261	257
CR2	250	0	263	110	110	67
MA1	85	263	0	277	277	268
MA2	261	110	277	0	0	122
MM1	261	110	277	0	0	122
MM2	257	67	268	122	122	0
