	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	146	77	138	78	78
CR2	146	0	122	75	129	136
MA1	77	122	0	116	7	89
MA2	138	75	116	0	123	132
MM1	78	129	7	123	0	90
MM2	78	136	89	132	90	0
