	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	368	194	373	194	193
CR2	368	0	397	126	397	374
MA1	194	397	0	405	0	169
MA2	373	126	405	0	405	387
MM1	194	397	0	405	0	169
MM2	193	374	169	387	169	0
