	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	71	122	150	43	90
CR2	71	0	145	98	114	135
MA1	122	145	0	177	89	63
MA2	150	98	177	0	185	174
MM1	43	114	89	185	0	65
MM2	90	135	63	174	65	0
