	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	173	167	75	176	182
CR2	173	0	90	178	64	84
MA1	167	90	0	179	92	111
MA2	75	178	179	0	181	187
MM1	176	64	92	181	0	93
MM2	182	84	111	187	93	0
