	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	151	151	42	149	151
CR2	151	0	0	150	34	0
MA1	151	0	0	150	34	0
MA2	42	150	150	0	149	150
MM1	149	34	34	149	0	34
MM2	151	0	0	150	34	0
