	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	172	80	172	98	80
CR2	172	0	172	0	203	172
MA1	80	172	0	172	100	0
MA2	172	0	172	0	203	172
MM1	98	203	100	203	0	100
MM2	80	172	0	172	100	0
