	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	502	111	481	490	481
CR2	502	0	506	225	239	225
MA1	111	506	0	485	488	485
MA2	481	225	485	0	242	0
MM1	490	239	488	242	0	242
MM2	481	225	485	0	242	0
