	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	256	253	137	129	41
CR2	256	0	105	259	258	267
MA1	253	105	0	252	253	264
MA2	137	259	252	0	132	124
MM1	129	258	253	132	0	100
MM2	41	267	264	124	100	0
