	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	135	102	143	164	102
CR2	135	0	217	68	218	217
MA1	102	217	0	233	135	0
MA2	143	68	233	0	232	233
MM1	164	218	135	232	0	135
MM2	102	217	0	233	135	0
