	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	195	104	141	31	86
CR2	195	0	193	107	201	205
MA1	104	193	0	102	98	24
MA2	141	107	102	0	147	126
MM1	31	201	98	147	0	81
MM2	86	205	24	126	81	0
