	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	538	511	144	493	510
CR2	538	0	320	519	293	297
MA1	511	320	0	490	224	288
MA2	144	519	490	0	475	495
MM1	493	293	224	475	0	279
MM2	510	297	288	495	279	0
