	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	85	42	90	42	33
CR2	85	0	88	27	88	81
MA1	42	88	0	93	0	33
MA2	90	27	93	0	93	86
MM1	42	88	0	93	0	33
MM2	33	81	33	86	33	0
