	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	269	270	297	387	387
CR2	269	0	15	456	252	252
MA1	270	15	0	457	245	245
MA2	297	456	457	0	452	452
MM1	387	252	245	452	0	0
MM2	387	252	245	452	0	0
