	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	361	198	355	200	198
CR2	361	0	325	44	346	329
MA1	198	325	0	319	178	18
MA2	355	44	319	0	341	323
MM1	200	346	178	341	0	180
MM2	198	329	18	323	180	0
