	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	86	95	4	91	90
CR2	86	0	44	88	41	36
MA1	95	44	0	97	57	49
MA2	4	88	97	0	93	92
MM1	91	41	57	93	0	53
MM2	90	36	49	92	53	0
