	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	93	237	131	256	193
CR2	93	0	264	38	281	260
MA1	237	264	0	270	136	121
MA2	131	38	270	0	288	263
MM1	256	281	136	288	0	133
MM2	193	260	121	263	133	0
