	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	181	90	188	90	87
CR2	181	0	181	41	181	169
MA1	90	181	0	186	0	99
MA2	188	41	186	0	186	178
MM1	90	181	0	186	0	99
MM2	87	169	99	178	99	0
