	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	87	145	162	221	238
CR2	87	0	195	144	239	251
MA1	145	195	0	74	141	199
MA2	162	144	74	0	215	243
MM1	221	239	141	215	0	78
MM2	238	251	199	243	78	0
