	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	203	47	199	199	182
CR2	203	0	200	75	75	74
MA1	47	200	0	194	194	177
MA2	199	75	194	0	0	73
MM1	199	75	194	0	0	73
MM2	182	74	177	73	73	0
