	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	235	254	149	142	149
CR2	235	0	87	252	248	252
MA1	254	87	0	257	263	257
MA2	149	252	257	0	133	0
MM1	142	248	263	133	0	133
MM2	149	252	257	0	133	0
