	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	354	392	223	412	393
CR2	354	0	220	441	257	217
MA1	392	220	0	435	282	3
MA2	223	441	435	0	456	438
MM1	412	257	282	456	0	280
MM2	393	217	3	438	280	0
