	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	539	250	537	251	240
CR2	539	0	541	162	569	554
MA1	250	541	0	535	261	242
MA2	537	162	535	0	562	550
MM1	251	569	261	562	0	267
MM2	240	554	242	550	267	0
