	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	275	265	85	273	269
CR2	275	0	158	284	99	123
MA1	265	158	0	275	145	140
MA2	85	284	275	0	279	276
MM1	273	99	145	279	0	108
MM2	269	123	140	276	108	0
