	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	128	55	114	56	52
CR2	128	0	132	40	133	138
MA1	55	132	0	118	1	59
MA2	114	40	118	0	119	124
MM1	56	133	1	119	0	58
MM2	52	138	59	124	58	0
