	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	136	21	137	132	137
CR2	136	0	135	69	48	69
MA1	21	135	0	138	131	138
MA2	137	69	138	0	49	0
MM1	132	48	131	49	0	49
MM2	137	69	138	0	49	0
