	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	310	309	139	169	141
CR2	310	0	81	322	323	325
MA1	309	81	0	319	320	324
MA2	139	322	319	0	166	161
MM1	169	323	320	166	0	161
MM2	141	325	324	161	161	0
