	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	339	278	286	194	193
CR2	339	0	227	194	331	321
MA1	278	227	0	129	287	259
MA2	286	194	129	0	281	264
MM1	194	331	287	281	0	187
MM2	193	321	259	264	187	0
