	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	268	204	281	189	188
CR2	268	0	308	99	303	302
MA1	204	308	0	310	191	190
MA2	281	99	310	0	310	309
MM1	189	303	191	310	0	1
MM2	188	302	190	309	1	0
