	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	0	118	412	425	412
CR2	0	0	118	412	425	412
MA1	118	118	0	446	448	446
MA2	412	412	446	0	209	0
MM1	425	425	448	209	0	209
MM2	412	412	446	0	209	0
