	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	156	162	0	162	156
CR2	156	0	95	156	95	97
MA1	162	95	0	162	0	107
MA2	0	156	162	0	162	156
MM1	162	95	0	162	0	107
MM2	156	97	107	156	107	0
