	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	124	59	90	82	90
CR2	124	0	83	74	88	74
MA1	59	83	0	112	121	112
MA2	90	74	112	0	44	0
MM1	82	88	121	44	0	44
MM2	90	74	112	0	44	0
