	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	353	186	353	186	169
CR2	353	0	324	83	324	339
MA1	186	324	0	333	0	184
MA2	353	83	333	0	333	345
MM1	186	324	0	333	0	184
MM2	169	339	184	345	184	0
