	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	126	188	187	221	207
CR2	126	0	263	95	265	261
MA1	188	263	0	282	148	110
MA2	187	95	282	0	268	265
MM1	221	265	148	268	0	151
MM2	207	261	110	265	151	0
