	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	324	325	156	139	0
CR2	324	0	56	315	307	324
MA1	325	56	0	317	306	325
MA2	156	315	317	0	147	156
MM1	139	307	306	147	0	139
MM2	0	324	325	156	139	0
