	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	230	115	227	79	115
CR2	230	0	226	67	219	226
MA1	115	226	0	221	78	0
MA2	227	67	221	0	214	221
MM1	79	219	78	214	0	78
MM2	115	226	0	221	78	0
