	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	468	238	237	209	212
CR2	468	0	420	419	456	478
MA1	238	420	0	89	245	244
MA2	237	419	89	0	240	251
MM1	209	456	245	240	0	201
MM2	212	478	244	251	201	0
