	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	228	128	241	113	106
CR2	228	0	235	67	242	238
MA1	128	235	0	212	134	120
MA2	241	67	212	0	252	246
MM1	113	242	134	252	0	98
MM2	106	238	120	246	98	0
