	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	140	159	92	166	159
CR2	140	0	81	188	92	81
MA1	159	81	0	203	87	0
MA2	92	188	203	0	206	203
MM1	166	92	87	206	0	87
MM2	159	81	0	203	87	0
