	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	190	65	213	202	211
CR2	190	0	193	75	77	86
MA1	65	193	0	216	202	205
MA2	213	75	216	0	98	104
MM1	202	77	202	98	0	33
MM2	211	86	205	104	33	0
