	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	0	58	23	24	14
CR2	0	0	58	23	24	14
MA1	58	58	0	57	60	54
MA2	23	23	57	0	27	15
MM1	24	24	60	27	0	22
MM2	14	14	54	15	22	0
