	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	109	310	191	226	191
CR2	109	0	213	229	274	229
MA1	310	213	0	327	342	327
MA2	191	229	327	0	196	0
MM1	226	274	342	196	0	196
MM2	191	229	327	0	196	0
