	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	1	237	237	252	218
CR2	1	0	238	238	251	219
MA1	237	238	0	0	227	216
MA2	237	238	0	0	227	216
MM1	252	251	227	227	0	235
MM2	218	219	216	216	235	0
