	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	254	85	246	83	85
CR2	254	0	246	58	246	246
MA1	85	246	0	236	79	0
MA2	246	58	236	0	238	236
MM1	83	246	79	238	0	79
MM2	85	246	0	236	79	0
