	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	165	178	161	142	161
CR2	165	0	36	243	229	243
MA1	178	36	0	236	222	236
MA2	161	243	236	0	116	0
MM1	142	229	222	116	0	116
MM2	161	243	236	0	116	0
