	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	196	203	204	38	118
CR2	196	0	55	53	189	185
MA1	203	55	0	4	194	191
MA2	204	53	4	0	195	190
MM1	38	189	194	195	0	116
MM2	118	185	191	190	116	0
