	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	276	275	90	280	280
CR2	276	0	128	286	142	142
MA1	275	128	0	282	153	153
MA2	90	286	282	0	286	286
MM1	280	142	153	286	0	0
MM2	280	142	153	286	0	0
