	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	248	124	241	148	151
CR2	248	0	227	68	240	262
MA1	124	227	0	222	130	139
MA2	241	68	222	0	234	259
MM1	148	240	130	234	0	148
MM2	151	262	139	259	148	0
