	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	290	166	286	166	163
CR2	290	0	299	118	299	294
MA1	166	299	0	298	0	158
MA2	286	118	298	0	298	290
MM1	166	299	0	298	0	158
MM2	163	294	158	290	158	0
