	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	220	105	211	135	127
CR2	220	0	231	70	233	237
MA1	105	231	0	225	153	128
MA2	211	70	225	0	229	226
MM1	135	233	153	229	0	145
MM2	127	237	128	226	145	0
