	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	529	298	549	299	335
CR2	529	0	510	138	511	516
MA1	298	510	0	520	1	320
MA2	549	138	520	0	521	527
MM1	299	511	1	521	0	319
MM2	335	516	320	527	319	0
