	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	164	166	105	105	88
CR2	164	0	21	169	169	143
MA1	166	21	0	170	170	144
MA2	105	169	170	0	0	99
MM1	105	169	170	0	0	99
MM2	88	143	144	99	99	0
