	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	228	211	102	101	118
CR2	228	0	84	224	223	221
MA1	211	84	0	206	206	206
MA2	102	224	206	0	113	110
MM1	101	223	206	113	0	109
MM2	118	221	206	110	109	0
