	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	365	180	352	190	155
CR2	365	0	379	133	387	366
MA1	180	379	0	365	191	169
MA2	352	133	365	0	374	353
MM1	190	387	191	374	0	147
MM2	155	366	169	353	147	0
