	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	138	148	32	148	140
CR2	138	0	61	143	61	16
MA1	148	61	0	153	0	57
MA2	32	143	153	0	153	145
MM1	148	61	0	153	0	57
MM2	140	16	57	145	57	0
