	CR1	CR2	MA1	MA2	MM1	MM2
CR1	0	77	238	427	434	457
CR2	77	0	207	470	458	485
MA1	238	207	0	478	455	488
MA2	427	470	478	0	282	248
MM1	434	458	455	282	0	272
MM2	457	485	488	248	272	0
